"subject","group","task","run","BOLD","param","value","range"
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",672.868071741334,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.18380699799664,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.7296,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.2086,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",19,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental040","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",11.3914738281515,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",2.99615123765436,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 13.218045112781954"
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean",99.3591775938738,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",397.279425974376,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD",190.360666509605,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",162.891943082502,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",521.503062491747,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",786.43910027613,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",656.181456034405,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.165284464150841,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.669,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.595157274930066,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",39,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",2,NA
"sub-experimental040","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","SNR_voxel_MEAN",11.6136745143581,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","SNR_voxel_STD",3.0604402780957,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 13.53"
"sub-experimental040","experimental","rest",1,"rest_run-1","Mean",100.909299844278,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Mean_(mask)",406.480243733886,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","SD",194.492056993519,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","SD_(mask)",167.826819211183,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Min_Slice_SNR",400.997801220957,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Max_Slice_SNR",780.047729917606,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Mean_voxel_SNR",620.746964032194,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Mean_absolute_Movement",0.22817791930181,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Max_absolute_Movement",0.827373331907912,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Max_relative_Movement",0.3278,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",32,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-experimental040","experimental","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","SNR_voxel_MEAN",11.318890941723,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","SNR_voxel_STD",2.97508491444321,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 13.116666666666667"
"sub-experimental040","experimental","rest",2,"rest_run-2","Mean",98.6361972128378,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Mean_(mask)",397.102140048879,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","SD",189.836139211207,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","SD_(mask)",162.984444682409,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Min_Slice_SNR",501.956559053444,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Max_Slice_SNR",787.715490116157,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Mean_voxel_SNR",673.06512942482,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Mean_absolute_Movement",0.150497397392152,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Max_absolute_Movement",0.5387,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Max_relative_Movement",0.559988890502381,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",15,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",1,NA
"sub-experimental040","experimental","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.2777976385913,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.24630948850262,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.301790281329923"
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean",119.66646556468,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",478.994564187267,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD",233.717233734085,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",215.705393606359,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",320.276252330749,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",974.06702604199,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",624.217585002332,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.273158171283936,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",1.02084307949148,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.1129,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",5,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-experimental042","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.280858353313,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.24681499158006,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.306451612903226"
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean",119.803626399995,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",480.368261718444,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD",234.143605221456,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",215.909873885171,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",318.926308024056,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",978.047342142899,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",629.254146275726,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.175907629575869,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.5651,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.1445,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",11,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental042","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.2316764138558,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.23593341492911,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.241379310344827"
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean",119.022055302463,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",476.000277746377,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD",232.05906833214,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",213.176269352261,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",337.537284609564,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",939.685026995864,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",622.913460253157,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.111862738298629,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.4615523206899,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.1895,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",9,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-experimental042","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","SNR_voxel_MEAN",12.1881446192286,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","SNR_voxel_STD",3.2257216722827,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 14.186666666666667"
"sub-experimental042","experimental","rest",1,"rest_run-1","Mean",119.427670832454,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Mean_(mask)",478.873488464388,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","SD",233.358806988582,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","SD_(mask)",215.003422277734,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Min_Slice_SNR",314.795042436885,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Max_Slice_SNR",953.846545463562,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Mean_voxel_SNR",619.402126118651,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Mean_absolute_Movement",0.085584803731942,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Max_absolute_Movement",0.4723,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Max_relative_Movement",0.137,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",21,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-experimental042","experimental","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","SNR_voxel_MEAN",12.245849609375,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","SNR_voxel_STD",3.24666648459416,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 14.26"
"sub-experimental042","experimental","rest",2,"rest_run-2","Mean",118.966773912584,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Mean_(mask)",476.924466194054,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","SD",232.077956236409,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","SD_(mask)",212.60441258603,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Min_Slice_SNR",328.178851948511,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Max_Slice_SNR",904.328575763225,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Mean_voxel_SNR",594.859515074629,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Mean_absolute_Movement",0.0908823532358149,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Max_absolute_Movement",0.312675735494784,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Max_relative_Movement",0.146,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",24,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental042","experimental","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.2094266751808,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.2104135560405,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.150121065375302"
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean",108.292163825661,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",440.871810350468,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD",212.339399022458,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",192.183090766586,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",416.35966494934,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",1002.58641041694,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",673.960755274501,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.832058224578986,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",3.0048,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.8852,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",144,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",3,NA
"sub-experimental044","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.1956905580563,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.21053891804425,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.110795454545455"
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean",109.853717588383,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",451.535098260274,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD",215.863479097833,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",192.997696260268,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",409.826719364274,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",1011.16758638939,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",666.011936152705,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.396362625872796,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.41293129595201,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.3253,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",85,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental044","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.3042324577251,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.23750450622268,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.245989304812834"
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean",110.418127076201,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",453.731948554877,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD",216.994271552756,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",194.206624675422,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",392.989066708828,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",1052.26223993391,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",671.974858739364,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.486503522273537,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",1.53344628080222,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.425162205785819,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",79,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-experimental044","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","SNR_voxel_MEAN",12.1655945594032,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","SNR_voxel_STD",3.2004161290861,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 14.073333333333334"
"sub-experimental044","experimental","rest",1,"rest_run-1","Mean",108.566138905018,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Mean_(mask)",444.098774145951,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","SD",212.632498525978,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","SD_(mask)",189.568365315921,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Min_Slice_SNR",382.783098492582,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Max_Slice_SNR",1027.03633364707,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Mean_voxel_SNR",667.050721027851,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Mean_absolute_Movement",0.31924045432237,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Max_absolute_Movement",1.1598,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Max_relative_Movement",0.2286,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",13,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-experimental044","experimental","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","SNR_voxel_MEAN",12.348387792089,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","SNR_voxel_STD",3.25505695647517,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 14.286666666666667"
"sub-experimental044","experimental","rest",2,"rest_run-2","Mean",111.001202557538,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Mean_(mask)",456.301143298885,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","SD",218.268370993664,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","SD_(mask)",195.65552699657,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Min_Slice_SNR",371.048414957702,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Max_Slice_SNR",1018.48558722967,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Mean_voxel_SNR",644.120712998423,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Mean_absolute_Movement",0.127591413831982,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Max_absolute_Movement",0.805382183332783,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Max_relative_Movement",0.3231,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",72,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental044","experimental","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",12.2446120516534,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.24802561300604,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 14.410326086956522"
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean",127.626362694136,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",492.916170209524,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD",242.266545048917,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",215.930700211851,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",354.355663294875,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",944.568101490841,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",605.959165845216,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.216947225639904,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.5967,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.252112810450581,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",39,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-experimental046","experimental","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.3363394680377,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.27428510732668,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.516971279373369"
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean",129.336167461828,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",499.659814198041,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD",245.46560078961,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",218.492155420187,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",336.465576885901,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",934.607777730299,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",600.75514060944,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.34948398826249,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.9972,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.2116,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",54,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-experimental046","experimental","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.3785824706455,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.28188979047976,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.532133676092545"
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean",129.899264436678,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",502.912078781644,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD",246.736791100879,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",219.325980668731,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",327.862434998856,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",981.746501907786,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",615.871583686555,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.0682648354942261,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.4355,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.3661,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",90,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-experimental046","experimental","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-experimental046","experimental","rest",1,"rest_run-1","SNR_voxel_MEAN",12.1981610712275,NA
