"subject","group","task","run","BOLD","param","value","range"
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",527.968858172139,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.195749102440049,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",1.02267567520608,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.0982,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",0,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control017","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",12.4736684195884,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.3109243085704,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 14.73490813648294"
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",114.897108953811,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",437.224091200924,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","SD",213.368434103127,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",179.760199374219,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",315.594555639776,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",734.482424264155,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",524.105647710106,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.362143293986675,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.1432,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.1644,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",4,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control017","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",12.4597624714812,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.30793749469128,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 14.761038961038961"
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",113.216181938838,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",424.548776572926,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","SD",208.422121838305,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",175.26761830525,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",316.741796214825,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",689.826862938103,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",507.057124020687,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.637228986273629,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",3.3661,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.2526,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",17,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control017","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control017","control","rest",1,"rest_run-1","SNR_voxel_MEAN",12.305444995777,NA
"sub-control017","control","rest",1,"rest_run-1","SNR_voxel_STD",3.26259034991025,NA
"sub-control017","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 14.523333333333333"
"sub-control017","control","rest",1,"rest_run-1","Mean",112.036044437993,NA
"sub-control017","control","rest",1,"rest_run-1","Mean_(mask)",428.8240082502,NA
"sub-control017","control","rest",1,"rest_run-1","SD",208.868468245405,NA
"sub-control017","control","rest",1,"rest_run-1","SD_(mask)",176.450353998025,NA
"sub-control017","control","rest",1,"rest_run-1","Min_Slice_SNR",322.08331257462,NA
"sub-control017","control","rest",1,"rest_run-1","Max_Slice_SNR",742.003771346137,NA
"sub-control017","control","rest",1,"rest_run-1","Mean_voxel_SNR",535.478996731634,NA
"sub-control017","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.470950964229867,NA
"sub-control017","control","rest",1,"rest_run-1","Max_absolute_Movement",1.2015719235355,NA
"sub-control017","control","rest",1,"rest_run-1","Max_relative_Movement",0.110479341651241,NA
"sub-control017","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",3,NA
"sub-control017","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control017","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control017","control","rest",2,"rest_run-2","SNR_voxel_MEAN",12.3482868806306,NA
"sub-control017","control","rest",2,"rest_run-2","SNR_voxel_STD",3.27679478484455,NA
"sub-control017","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 14.556666666666667"
"sub-control017","control","rest",2,"rest_run-2","Mean",99.7296797798775,NA
"sub-control017","control","rest",2,"rest_run-2","Mean_(mask)",414.486012066365,NA
"sub-control017","control","rest",2,"rest_run-2","SD",196.282680715205,NA
"sub-control017","control","rest",2,"rest_run-2","SD_(mask)",172.218804586722,NA
"sub-control017","control","rest",2,"rest_run-2","Min_Slice_SNR",257.820957688053,NA
"sub-control017","control","rest",2,"rest_run-2","Max_Slice_SNR",704.85178368773,NA
"sub-control017","control","rest",2,"rest_run-2","Mean_voxel_SNR",443.149504110876,NA
"sub-control017","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.230719666030204,NA
"sub-control017","control","rest",2,"rest_run-2","Max_absolute_Movement",1.03052965684005,NA
"sub-control017","control","rest",2,"rest_run-2","Max_relative_Movement",0.109606677025244,NA
"sub-control017","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",2,NA
"sub-control017","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control017","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",11.9296508721732,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.1313795940893,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 13.716836734693878"
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",108.255804214435,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",441.067388238463,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","SD",210.176453460281,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",182.172119569702,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",405.089542522692,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",1099.36946123648,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",713.353764179294,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.165926083664511,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.7078,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.4852,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",119,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control019","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",11.9002792483335,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.12150058216557,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 13.680965147453083"
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",107.310398313811,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",434.447440435291,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","SD",207.188141460781,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",177.950347889125,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",410.173916582957,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",1098.63374886755,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",727.428086172738,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.311348638269518,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.26388017783169,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.3525,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",84,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control019","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",11.9044208683742,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.12296574846587,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 13.668449197860962"
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",107.254748321679,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",432.017850302912,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","SD",206.137202084442,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",175.655413786503,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",419.037681962777,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",1079.37608678013,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",722.454980042645,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.29753168008148,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.8413,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.3066,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",71,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control019","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control019","control","rest",1,"rest_run-1","SNR_voxel_MEAN",11.8446792300113,NA
"sub-control019","control","rest",1,"rest_run-1","SNR_voxel_STD",3.1084679708506,NA
"sub-control019","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 13.63"
"sub-control019","control","rest",1,"rest_run-1","Mean",107.316000756616,NA
"sub-control019","control","rest",1,"rest_run-1","Mean_(mask)",437.167823741813,NA
"sub-control019","control","rest",1,"rest_run-1","SD",208.289711812131,NA
"sub-control019","control","rest",1,"rest_run-1","SD_(mask)",180.369308796171,NA
"sub-control019","control","rest",1,"rest_run-1","Min_Slice_SNR",407.464679776792,NA
"sub-control019","control","rest",1,"rest_run-1","Max_Slice_SNR",1104.74352145802,NA
"sub-control019","control","rest",1,"rest_run-1","Mean_voxel_SNR",715.082729338355,NA
"sub-control019","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.151170820603714,NA
"sub-control019","control","rest",1,"rest_run-1","Max_absolute_Movement",0.63407811724954,NA
"sub-control019","control","rest",1,"rest_run-1","Max_relative_Movement",0.2743,NA
"sub-control019","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",125,NA
"sub-control019","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control019","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control019","control","rest",2,"rest_run-2","SNR_voxel_MEAN",11.8570012492962,NA
"sub-control019","control","rest",2,"rest_run-2","SNR_voxel_STD",3.10661041777706,NA
"sub-control019","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 13.613333333333333"
"sub-control019","control","rest",2,"rest_run-2","Mean",106.248944454709,NA
"sub-control019","control","rest",2,"rest_run-2","Mean_(mask)",427.864166179519,NA
"sub-control019","control","rest",2,"rest_run-2","SD",204.009606181265,NA
"sub-control019","control","rest",2,"rest_run-2","SD_(mask)",173.192541148562,NA
"sub-control019","control","rest",2,"rest_run-2","Min_Slice_SNR",473.454259602573,NA
"sub-control019","control","rest",2,"rest_run-2","Max_Slice_SNR",1091.3919877119,NA
"sub-control019","control","rest",2,"rest_run-2","Mean_voxel_SNR",753.281067531067,NA
"sub-control019","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.237163941951917,NA
"sub-control019","control","rest",2,"rest_run-2","Max_absolute_Movement",0.8562,NA
"sub-control019","control","rest",2,"rest_run-2","Max_relative_Movement",0.2676,NA
"sub-control019","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",84,NA
"sub-control019","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control019","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",14.028349413115,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.81434696972791,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 17.192307692307693"
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",146.496323103452,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",496.540396729684,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","SD",265.006531976056,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",253.424716169718,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",197.142003612488,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",675.859747861723,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",384.84155681197,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.219631740037368,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.973719189687636,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.225496539357667,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",8,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control021","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",14.0068333054531,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.80276759032354,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 17.138504155124654"
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",145.576578124123,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",488.333552488259,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","SD",260.919557241242,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",246.961305159931,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",206.711209067976,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",684.806007540692,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",386.863356344036,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.163268210463665,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",1.16300014706642,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.2308,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",22,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control021","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",13.972133344181,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.78951636058615,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 17.077319587628867"
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",144.166673423786,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",482.557318080298,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","SD",257.406040409394,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",241.840169288784,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",213.166530743127,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",664.519149925747,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",386.403052336855,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.193886447505164,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",1.05068820970059,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.4623,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",81,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control021","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control021","control","rest",1,"rest_run-1","SNR_voxel_MEAN",13.9612868630349,NA
"sub-control021","control","rest",1,"rest_run-1","SNR_voxel_STD",3.79478317635692,NA
"sub-control021","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 17.086666666666666"
"sub-control021","control","rest",1,"rest_run-1","Mean",146.621556803385,NA
"sub-control021","control","rest",1,"rest_run-1","Mean_(mask)",495.248064916347,NA
"sub-control021","control","rest",1,"rest_run-1","SD",264.732047912233,NA
"sub-control021","control","rest",1,"rest_run-1","SD_(mask)",253.110761187929,NA
"sub-control021","control","rest",1,"rest_run-1","Min_Slice_SNR",200.044782697705,NA
"sub-control021","control","rest",1,"rest_run-1","Max_Slice_SNR",685.184783549417,NA
"sub-control021","control","rest",1,"rest_run-1","Mean_voxel_SNR",386.557631093037,NA
"sub-control021","control","rest",1,"rest_run-1","Mean_absolute_Movement",0.250644262123466,NA
"sub-control021","control","rest",1,"rest_run-1","Max_absolute_Movement",1.1414,NA
"sub-control021","control","rest",1,"rest_run-1","Max_relative_Movement",0.1332,NA
"sub-control021","control","rest",1,"rest_run-1","Relative_movements_(>0.1mm)",2,NA
"sub-control021","control","rest",1,"rest_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control021","control","rest",1,"rest_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control021","control","rest",2,"rest_run-2","SNR_voxel_MEAN",13.92072643933,NA
"sub-control021","control","rest",2,"rest_run-2","SNR_voxel_STD",3.78692322664433,NA
"sub-control021","control","rest",2,"rest_run-2","SNR_voxel_value_range",NA," 0.0 - 17.11"
"sub-control021","control","rest",2,"rest_run-2","Mean",141.808383173212,NA
"sub-control021","control","rest",2,"rest_run-2","Mean_(mask)",474.621675463587,NA
"sub-control021","control","rest",2,"rest_run-2","SD",252.934038028351,NA
"sub-control021","control","rest",2,"rest_run-2","SD_(mask)",236.983265776516,NA
"sub-control021","control","rest",2,"rest_run-2","Min_Slice_SNR",207.84524783736,NA
"sub-control021","control","rest",2,"rest_run-2","Max_Slice_SNR",616.381038641054,NA
"sub-control021","control","rest",2,"rest_run-2","Mean_voxel_SNR",373.211694530488,NA
"sub-control021","control","rest",2,"rest_run-2","Mean_absolute_Movement",0.514417852568252,NA
"sub-control021","control","rest",2,"rest_run-2","Max_absolute_Movement",2.46623749953059,NA
"sub-control021","control","rest",2,"rest_run-2","Max_relative_Movement",0.2277,NA
"sub-control021","control","rest",2,"rest_run-2","Relative_movements_(>0.1mm)",47,NA
"sub-control021","control","rest",2,"rest_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control021","control","rest",2,"rest_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_MEAN",11.7386566253754,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_STD",3.07576732853063,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","SNR_voxel_value_range",NA," 0.0 - 13.43915343915344"
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Mean",77.2507916677839,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_(mask)",380.361012957634,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","SD",167.371748626866,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","SD_(mask)",150.460138316257,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Min_Slice_SNR",347.745943259187,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Max_Slice_SNR",956.523359158738,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_voxel_SNR",668.148821318079,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Mean_absolute_Movement",0.221369285701862,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Max_absolute_Movement",0.993528676697772,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Max_relative_Movement",0.4157,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.1mm)",9,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>0.5mm)",0,NA
"sub-control023","control","magictrickwatching",1,"magictrickwatching_run-1","Relative_movements_(>voxelsize)",0,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_MEAN",11.6958316409205,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_STD",3.06093866614408,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","SNR_voxel_value_range",NA," 0.0 - 13.368956743002544"
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Mean",77.3089966550669,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_(mask)",379.464084112861,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","SD",167.079464427037,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","SD_(mask)",149.545604863331,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Min_Slice_SNR",387.016859707685,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Max_Slice_SNR",1008.65380707642,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_voxel_SNR",701.396297712995,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Mean_absolute_Movement",0.199724130797911,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Max_absolute_Movement",0.625176938064369,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Max_relative_Movement",0.3102,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.1mm)",16,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>0.5mm)",0,NA
"sub-control023","control","magictrickwatching",2,"magictrickwatching_run-2","Relative_movements_(>voxelsize)",0,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_MEAN",11.6891723345926,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_STD",3.06389511406352,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","SNR_voxel_value_range",NA," 0.0 - 13.38586956521739"
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Mean",77.3864168913468,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_(mask)",383.220044854182,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","SD",168.210520527758,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","SD_(mask)",151.37730081374,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Min_Slice_SNR",361.373594074458,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Max_Slice_SNR",950.356814712743,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_voxel_SNR",668.29629321301,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Mean_absolute_Movement",0.228523839565248,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Max_absolute_Movement",0.520718982332508,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Max_relative_Movement",0.340601003526693,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.1mm)",51,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>0.5mm)",0,NA
"sub-control023","control","magictrickwatching",3,"magictrickwatching_run-3","Relative_movements_(>voxelsize)",0,NA
"sub-control023","control","rest",1,"rest_run-1","SNR_voxel_MEAN",11.5697576189471,NA
"sub-control023","control","rest",1,"rest_run-1","SNR_voxel_STD",3.03212909872354,NA
"sub-control023","control","rest",1,"rest_run-1","SNR_voxel_value_range",NA," 0.0 - 13.24"
"sub-control023","control","rest",1,"rest_run-1","Mean",76.1674843837979,NA
"sub-control023","control","rest",1,"rest_run-1","Mean_(mask)",373.921628497079,NA
