Subj1	Subj2	grp	corrCuriosity	grpCorrCuriosity	corrConfidence	grpCorrConfidence	corrAllConf	grpCorrAllConf	corrHighConf	grpCorrHighConf	corrAboveAvgConf	grpCorrAboveAvgConf	corrContConf	grpCorrContConf	cuBetaAllConf	grpCuBetaAllConf	cuBetaHighConf	grpCuBetaHighConf	cuBetaAboveAvgConf	grpCuBetaAboveAvgConf	cuBetaContConf	grpCuBetaContConf	uniqueCurAboveAvgConf	grpUniqueCurAboveAvgConf	uniqueMemAboveAvgConf	grpUniqueMemAboveAvgConf	uniqueConfidence	grpUniqueConfidence	InputFile	\
sub-control001	sub-control027	-1	0.0873625138400859	-0.0873625138400859	0.124386253031591	-0.124386253031591	0.0622090752241799	-0.0622090752241799	0.0891882585015845	-0.0891882585015845	0.204465205027383	-0.204465205027383	0.0968886546809083	-0.0968886546809083	0.0813949963438765	-0.0813949963438765	0.00745659928587475	-0.00745659928587475	-0.00388527807873465	0.00388527807873465	0.0783755196612219	-0.0783755196612219	-0.00197412685282695	0.00197412685282695	-0.00324120930623838	0.00324120930623838	-0.10086994246423	0.10086994246423	ISC_sub-control001sub-control027_magictrickwatching_z.nii.gz	\
sub-control001	sub-control029	-1	-0.0497723969146809	0.0497723969146809	0.101620743513101	-0.101620743513101	0.0622090752241799	-0.0622090752241799	0.112038675137551	-0.112038675137551	0.157190635451505	-0.157190635451505	-0.01087422597993	0.01087422597993	0.0616790909381593	-0.0616790909381593	-0.00240064596443371	0.00240064596443371	0.00874554347568827	-0.00874554347568827	0.0296423109667224	-0.0296423109667224	-0.134732435491364	0.134732435491364	-0.0369570283612654	0.0369570283612654	-0.12363545198272	0.12363545198272	ISC_sub-control001sub-control029_magictrickwatching_z.nii.gz	\
sub-control001	sub-control031	-1	0.226137712400723	-0.226137712400723	0.239662863638735	-0.239662863638735	0.00940512813339942	-0.00940512813339942	0.040291148201269	-0.040291148201269	0.0817860820109531	-0.0817860820109531	0.0198351087098993	-0.0198351087098993	0.118713184517848	-0.118713184517848	-0.00302021726374636	0.00302021726374636	0.0318204271756923	-0.0318204271756923	0.151675239764708	-0.151675239764708	0.148158503710426	-0.148158503710426	-0.139641260752993	0.139641260752993	0.0169864115075704	-0.0169864115075704	ISC_sub-control001sub-control031_magictrickwatching_z.nii.gz	\
sub-control001	sub-control033	-1	0.198290857815934	-0.198290857815934	0.337514233189029	-0.337514233189029	0.0622090752241799	-0.0622090752241799	0.230667860577312	-0.230667860577312	0.277591973244147	-0.277591973244147	0.299867751540509	-0.299867751540509	0.063969487663363	-0.063969487663363	-0.00232903393944899	0.00232903393944899	0.0102532132941621	-0.0102532132941621	0.0515865662989937	-0.0515865662989937	0.102184260856854	-0.102184260856854	0.0589178940512893	-0.0589178940512893	0.112258037693207	-0.112258037693207	ISC_sub-control001sub-control033_magictrickwatching_z.nii.gz	\
sub-control001	sub-control035	-1	-0.111052617013775	0.111052617013775	0.166186496649351	-0.166186496649351	0.278207442037329	-0.278207442037329	0.171802033186012	-0.171802033186012	0.191805363999193	-0.191805363999193	-0.0642293744423385	0.0642293744423385	0.0774201047336519	-0.0774201047336519	-0.0392022861871057	0.0392022861871057	-0.0831656890814427	0.0831656890814427	0.0728985932583051	-0.0728985932583051	-0.199217230387725	0.199217230387725	0.00371657470359241	-0.00371657470359241	-0.0696223257666694	0.0696223257666694	ISC_sub-control001sub-control035_magictrickwatching_z.nii.gz	\
sub-control001	sub-control037	-1	-0.0893463872793153	0.0893463872793153	0.338223356560928	-0.338223356560928	0.174185410627704	-0.174185410627704	0.460566186471838	-0.460566186471838	0.397993311036789	-0.397993311036789	0.331920867898765	-0.331920867898765	0.0807155157185783	-0.0807155157185783	-0.0152929280558082	0.0152929280558082	0.00770472968603687	-0.00770472968603687	0.0415239112329225	-0.0415239112329225	-0.196599542620792	0.196599542620792	0.207758391685042	-0.207758391685042	0.107496543352397	-0.107496543352397	ISC_sub-control001sub-control037_magictrickwatching_z.nii.gz	\
sub-control001	sub-control039	-1	-0.0433903722020139	0.0433903722020139	0.167382576432947	-0.167382576432947	0.196722368841158	-0.196722368841158	0.227921152919276	-0.227921152919276	0.303034501701066	-0.303034501701066	0.040663269192953	-0.040663269192953	0.0646009396796707	-0.0646009396796707	0.0125677169895538	-0.0125677169895538	0.0232508730212801	-0.0232508730212801	0.0298061362326663	-0.0298061362326663	-0.1418523967173	0.1418523967173	0.108255836778362	-0.108255836778362	-0.0644452826559376	0.0644452826559376	ISC_sub-control001sub-control039_magictrickwatching_z.nii.gz	\
sub-control001	sub-control041	-1	0.188645517521385	-0.188645517521385	0.196400365952357	-0.196400365952357	0.0897192042079909	-0.0897192042079909	0.0649350649350649	-0.0649350649350649	0.112038675137551	-0.112038675137551	0.00119449507330627	-0.00119449507330627	0.131832539138005	-0.131832539138005	0.000977260528296789	-0.000977260528296789	0.0219644136601609	-0.0219644136601609	0.0694733573992069	-0.0694733573992069	0.107865573376759	-0.107865573376759	-0.105681753653503	0.105681753653503	-0.0301998402967669	0.0301998402967669	ISC_sub-control001sub-control041_magictrickwatching_z.nii.gz	\
sub-control001	sub-control043	-1	0.12942583752549	-0.12942583752549	0.237809298994451	-0.237809298994451	0.235128203334985	-0.235128203334985	0.318529494648516	-0.318529494648516	0.375013935081107	-0.375013935081107	0.170336335726713	-0.170336335726713	0.0596917016377932	-0.0596917016377932	0.00710218740261029	-0.00710218740261029	0.0396173154215504	-0.0396173154215504	0.033547566220754	-0.033547566220754	0.024300075121475	-0.024300075121475	0.163148651873111	-0.163148651873111	0.0041051181122496	-0.0041051181122496	ISC_sub-control001sub-control043_magictrickwatching_z.nii.gz	\
sub-control001	sub-control045	-1	0.00461719359825603	-0.00461719359825603	0.10618637464038	-0.10618637464038	0.0697502970338576	-0.0697502970338576	0.0192628532132355	-0.0192628532132355	0.0684271455454021	-0.0684271455454021	0.0367020547207514	-0.0367020547207514	0.0875692193019234	-0.0875692193019234	0.00378993135091091	-0.00378993135091091	0.0253676329173032	-0.0253676329173032	0.0475473919151631	-0.0475473919151631	-0.0721252666640754	0.0721252666640754	-0.131098105087802	0.131098105087802	-0.119438248179472	0.119438248179472	ISC_sub-control001sub-control045_magictrickwatching_z.nii.gz	\
